name,telephone,address,city,postalCode,zone
TRIPLET HUBERT,,SELARL DR TRIPLET 70 GRAND PLACE,ARRAS,62000,Fressain
GHEYSENS DEBOMY PASCALE,03 21 23 21 57,CABINET 38 RUE GAMBETTA,ARRAS,62000,Fressain
GAUTHY SOPHIE,03 21 28 94 75,CABINET DENTAIRE 78 AVENUE DU 4 SEPTEMBRE,LENS,62300,Fressain
PIC AURELIE,03 21 67 05 01,DRS PIC ET VAAST SELARL DE CHIRUGIENS 75 AVENUE DU 4 SEPTEMBRE,LENS,62300,Fressain
MAILLY JULIEN,03 21 67 05 01,SELARL DRS PIC ET VAAST CHIR DENT 75 AVENUE DU 4 SEPTEMBRE,LENS,62300,Fressain
GUILLEMONT ISABELLE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR GUILLE 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Fressies
DEFURNE ANNE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR DEFURN 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Fressies
LAVALARD FLORENCE,03 27 82 33 77,65 BOULEVARD VAUBAN,CAMBRAI,59400,Fressies
BODART CHRISTOPHE,03 27 83 14 48,18B RUE DE PERONNE,CAMBRAI,59400,Fressies
EL JABRI YASSIR,03 27 44 37 46,CABINET DU DR EL JABRI 14 RUE DU MARECHAL LECLERC,DENAIN,59220,Fressies
ESCHARD CAROLINE,03 27 97 08 58,CABINET DU DR ESCHARD 8 RUE MARTIN DU NORD,DOUAI,59500,Fressies
LECLERCQ VINCENT,03 27 88 75 98,LECLERCQ VINCENT 25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Fressies
DELACOURT PHILIPPE,,25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Fressies
JARCET CAROLINE,03 27 88 75 98,JARCET WALKOWIAK 25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Fressies
COLLET BILBEAU ANNE SOPHIE,03 27 19 18 10,29 RUE CAPRON,VALENCIENNES,59300,Fressies
WAQUET RODRIGUEZ STEPHANIE,03 27 09 07 00,SELARL DR STEPHANIE WAQUET RODRIGUEZ 80 RUE DE PARIS,VALENCIENNES,59300,Fressies
LECOCQ GUILLAUME,03 27 47 43 19,41 RUE DU REMPART,VALENCIENNES,59300,Fressies
VEERASAMY KESAVAN,03 27 30 93 05,28 RUE DU PROFOND SENS,VALENCIENNES,59300,Fressies
HADJIAT FADIL,03 21 42 46 29,CABINET DR HADJIAT 10 RUE CARNOT,NOYELLES GODAULT,62950,Fressies
GEYSELINCK HELENE,03 27 47 14 31,19 PLACE JEHAN FROISSART,VALENCIENNES,59300,Fressies
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA BP299 RUE DES CANONNIERS,VALENCIENNES CEDEX,59300,Fressies
DEGARDIN LESNE ANNE CLARY,03 27 45 24 31,37 RUE JACQUES PERDRIX,VALENCIENNES,59300,Fressies
CQENTRE SANTE DENTAIRE D ANZIN APREVA,,CQENTRE SANTE DENTAIRE D ANZIN APREVA 224 RUE JEAN JAURES,ANZIN,59410,Fressies
DEVULDER ANNE,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Fressies
TRUONG TAN TRUNG LISA,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Fressies
HENNION JULIETTE,03 20 71 78 00,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Fressies
DESSEIN PINET MARTINE,,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Fressies
DE GRIECK OLIVIER,03 27 32 04 04,101 RUE D ORCHIES,ST AMAND LES EAUX,59230,Fressies
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA 32 RUE DAVAINE,ST AMAND LES EAUX,59230,Fressies
CAUCHY DELODDERE DELPHINE,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fressies
CAUCHY DAVID,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fressies
MASSE ANNE LAETITIA,03 21 20 56 05,DOCTEUR ANNE LAETITIA MASSE TRUFFAUT 10 PLACE WAGON,HENIN BEAUMONT,62110,Fressies
HENNION JULIETTE,03 20 71 78 00,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Fressies
DESSEIN PINET MARTINE,,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Fressies
DE GRIECK OLIVIER,03 27 32 04 04,101 RUE D ORCHIES,ST AMAND LES EAUX,59230,Fressies
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA 32 RUE DAVAINE,ST AMAND LES EAUX,59230,Fressies
CAUCHY DELODDERE DELPHINE,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fressies
CAUCHY DAVID,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fressies
MASSE ANNE LAETITIA,03 21 20 56 05,DOCTEUR ANNE LAETITIA MASSE TRUFFAUT 10 PLACE WAGON,HENIN BEAUMONT,62110,Fressies
NOUASSI SOUFYANE,03 81 25 05 05,SELARL DES DOCTEURS JOULIA ET NOUASSI 4 CHEMIN DES MONTARMOTS,BESANCON,25000,Fretin
JOULIA CLAIRE,03 81 25 05 05,SELARL DES DOCTEURS JOULIA ET NOUASSI 4 CHEMIN DES MONTARMOTS,BESANCON,25000,Fretin
RENAUD GREGOIRE,03 81 85 03 73,3 RUE MADELEINE BRES,BESANCON,25000,Fretin
BONOMI DUNOYER HADRIEN,,3 RUE DE LA MADELEINE BRES,BESANCON,25000,Fretin
MAURIN PHILIPPE,03 81 80 69 71,SELARL PAMM 14 RUE DES CHAPRAIS,BESANCON,25000,Fretin
LIQUIERE DEBOICHET REGINE,,CABINET DENTAIRE 13H RUE DE LA MOUILLERE,BESANCON,25000,Fretin
BONOMI DUNOYER HADRIEN,03 81 60 40 51,8 RUE ALFRED DE VIGNY,BESANCON,25000,Fretin
NAILLON FLORETTE,03 81 60 40 51,CABINET DU DR NAILLON 8 RUE ALFRED DE VIGNY,BESANCON,25000,Fretin
NOUASSI SOUFYANE,03 81 25 05 05,SELARL DES DOCTEURS JOULIA ET NOUASSI 4 CHEMIN DES MONTARMOTS,BESANCON,25000,Fretin
JOULIA CLAIRE,03 81 25 05 05,SELARL DES DOCTEURS JOULIA ET NOUASSI 4 CHEMIN DES MONTARMOTS,BESANCON,25000,Fretin
RENAUD GREGOIRE,03 81 85 03 73,3 RUE MADELEINE BRES,BESANCON,25000,Fretin
BONOMI DUNOYER HADRIEN,,3 RUE DE LA MADELEINE BRES,BESANCON,25000,Fretin
MAURIN PHILIPPE,03 81 80 69 71,SELARL PAMM 14 RUE DES CHAPRAIS,BESANCON,25000,Fretin
LIQUIERE DEBOICHET REGINE,,CABINET DENTAIRE 13H RUE DE LA MOUILLERE,BESANCON,25000,Fretin
BONOMI DUNOYER HADRIEN,03 81 60 40 51,8 RUE ALFRED DE VIGNY,BESANCON,25000,Fretin
NAILLON FLORETTE,03 81 60 40 51,CABINET DU DR NAILLON 8 RUE ALFRED DE VIGNY,BESANCON,25000,Fretin
NOUASSI SOUFYANE,03 81 25 05 05,SELARL DES DOCTEURS JOULIA ET NOUASSI 4 CHEMIN DES MONTARMOTS,BESANCON,25000,Fretin
JOULIA CLAIRE,03 81 25 05 05,SELARL DES DOCTEURS JOULIA ET NOUASSI 4 CHEMIN DES MONTARMOTS,BESANCON,25000,Fretin
RENAUD GREGOIRE,03 81 85 03 73,3 RUE MADELEINE BRES,BESANCON,25000,Fretin
BONOMI DUNOYER HADRIEN,,3 RUE DE LA MADELEINE BRES,BESANCON,25000,Fretin
MAURIN PHILIPPE,03 81 80 69 71,SELARL PAMM 14 RUE DES CHAPRAIS,BESANCON,25000,Fretin
LIQUIERE DEBOICHET REGINE,,CABINET DENTAIRE 13H RUE DE LA MOUILLERE,BESANCON,25000,Fretin
BONOMI DUNOYER HADRIEN,03 81 60 40 51,8 RUE ALFRED DE VIGNY,BESANCON,25000,Fretin
NAILLON FLORETTE,03 81 60 40 51,CABINET DU DR NAILLON 8 RUE ALFRED DE VIGNY,BESANCON,25000,Fretin
COSTENOBLE ALINE,03 20 96 42 78,SELARL DOCTEUR ALINE COSTENOBLE 1B RUE DU CHEVALIER DE LA BARRE,SAINGHIN EN WEPPES,59184,Fromelles
JOULIA DENIS,03 20 49 90 56,5 RUE DE LILLE,LA BASSEE,59480,Fromelles
MUTELET OLIVIER,03 20 35 48 10,CABINET DU DR MUTELET 13 RUE PAUL POUCHAIN,ARMENTIERES,59280,Fromelles
PETITPREZ CAROLINE,,CABINET DU DR PETITPREZ 4 RUE EMILE ROCHE,ESTAIRES,59940,Fromelles
LAGACHE SOPHIE,03 20 30 90 74,52 RUE DE DON,ANNOEULLIN,59112,Fromelles
BOUDOUX BRIGITTE,03 20 35 48 10,CABINET DU DR BOUDOUX DOBY 2/4 PLACE LAMBIN RESIDENCE VERONESE,ARMENTIERES,59280,Fromelles
BODART PATRICK,03 20 50 56 01,1ER ETAGE 19 RUE SADI CARNOT 19/21,HAUBOURDIN,59320,Fromelles
HONG TUAN HA EMILIE,03 20 22 24 04,SELARL DU DOCTEUR HONG TUAN HA EMILIE 84 RUE EDOUARD AGACHE,PERENCHIES,59840,Fromelles
LE BRIS CAROLINE,03 20 22 24 04,SELARL DU DOCTEUR LE BRIS CAROLINE 84 RUE EDOUARD AGACHE,PERENCHIES,59840,Fromelles
NAZAT DOMINIQUE,03 20 50 11 11,4/93 LES SYCOMORES 5 BOULEVARD FOCH PARC DU CHATEAU,LOOS,59120,Fromelles
KUREK JEAN CHRISTOPHE,03 21 40 30 12,CABINET DR KUREK 12D RUE VICTOR HUGO,BENIFONTAINE,62410,Fromelles
BOCQUET EMMANUELLE,,DR BOCQUET 1 PLACE DE VERDUN,LILLE,59000,Fromelles
ROBEYNS ETIENNE,03 20 32 55 88,98 RUE MAURICE BOUCHERY,SECLIN,59113,Fromelles
CLAUDE PHILIPPE,03 21 37 57 00,19 RUE EMILE ZOLA,CARVIN,62220,Fromelles
CATTELAIN DIEU MAI,03 20 22 18 76,SELARL PLACE GENEVIERES 5 PLACE GENEVIERES,LILLE,59000,Fromelles
BONNEL ANTOINE,03 20 63 99 73,299 RUE NATIONALE,LILLE,59800,Fromelles
FOUMOU MORETTI NATHALIE,03 21 69 35 34,SELARL DU DOCTEUR FOUMOU MORETTI 3 RUE PASTEUR,CARVIN,62220,Fromelles
MILONAS LAETITIA,03 21 69 35 34,SELARL DU DOCTEUR MILONAS 3 RUE LOUIS PASTEUR,CARVIN,62220,Fromelles
VENDEVILLE GAEL,,SMILE CHIRURGIE DENTAIRE ET ORTHODONTI SMILE CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Fromelles
VENDEVILLE AUDREY,03 20 96 11 30,ALIGN CHIRURGIE DENTAIRE ET ORTHODONTI ALIGN CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Fromelles
BIALAIS BRUNO,03 20 60 33 92,SELARL ORTHODONTIE BIALAIS SELARL ORTHODONTIE BIALAI 68 RUE CLEMENCEAU,WATTIGNIES,59139,Fromelles
VEERASAMY MALINOWSKI STEPHANIE,03 20 60 33 92,SELARL ORTHODONTIE STEPHANIE VEERASAMY 68 RUE CLEMENCEAU,WATTIGNIES,59139,Fromelles
GUEGNAUD ISABELLE,03 20 30 06 94,18 BOULEVARD VAUBAN,LILLE,59000,Fromelles
BIECQ MARION,03 20 15 24 24,17 BOULEVARD VAUBAN,LILLE,59000,Fromelles
TOUREH ERIC,03 21 57 89 01,CABINET DU DR TOUREH 27 RUE HENRI DUNANT,BETHUNE,62400,Fromelles
BOURHIS EMILIE,03 21 68 63 88,SELAS DE CHIRURGIENS DENTISTES EBHL 57 RUE ARISTIDE HURBIEZ,BETHUNE,62400,Fromelles
LAWNICZAK HUGUES,03 21 68 63 88,SELAS DE CHIRURGIENS DENTISTES EBHL 57 RUE ARISTIDE HURBIEZ,BETHUNE,62400,Fromelles
HARB PHILIPPE,03 20 40 83 40,163 RUE DU GAL LECLERC,ST ANDRE LEZ LILLE,59350,Fromelles
MOREAU ALEXIS,03 20 60 37 55,235 BOULEVARD DE LA LIBERTE,LILLE,59800,Fromelles
DE VADDER HELENE,,SELARL ORTHO SULLY 536 AVENUE SULLY,BETHUNE,62400,Fromelles
PONTHIEUX VIRGINIE,03 21 52 42 08,SCM SULLY 536 AVENUE SULLY,BETHUNE,62400,Fromelles
BOUCHEZ RICHARD,,CABINET DENTAIRE DU DOCTEUR BOUCHEZ 30 PLACE AUX BLEUETS,LILLE,59800,Fromelles
DESCAMP LUTUN AXELLE,03 20 06 30 70,30-36 PLACE AUX BLEUETS,LILLE,59000,Fromelles
DRANCOURT PATRICE,03 28 52 00 85,13 RUE DES CANONNIERS,LILLE,59800,Fromelles
QUANDALLE CHRISTOPHE,03 28 52 00 85,13 RUE DES CANONNIERS,LILLE,59800,Fromelles
SCHUTZ DAUX AURELIE,03 28 48 16 24,CABINET DU DR SCHUTZ DAUX 2T RUE DE LILLE,BAILLEUL,59270,Fromelles
BLANCKAERT HORREIN ISABELLE,03 28 42 21 20,13 RUE D YPRES,BAILLEUL,59270,Fromelles
HIEULLE JUSTINE,03 20 55 84 02,SELARL DOCTEUR JUSTINE HIEULLE SELARL DR JUSTINE HIEULLE 95B RUE GEORGES POMPIDOU,LA MADELEINE,59110,Fromelles
DECRUCQ EDOUARD,03 20 55 84 02,SELARL DOCTEUR EDOUARD DECRUCQ 95B RUE DU PRESIDENT POMPIDOU,LA MADELEINE,59110,Fromelles
TIERNY FLORENT,,CABINET DU DR TIERNY 95B RUE DU PRESIDENT POMPIDOU,LA MADELEINE,59110,Fromelles
GAUTHY SOPHIE,03 21 28 94 75,CABINET DENTAIRE 78 AVENUE DU 4 SEPTEMBRE,LENS,62300,Fromelles
MAILLY JULIEN,03 21 67 05 01,SELARL DRS PIC ET VAAST CHIR DENT 75 AVENUE DU 4 SEPTEMBRE,LENS,62300,Fromelles
PIC AURELIE,03 21 67 05 01,DRS PIC ET VAAST SELARL DE CHIRUGIENS 75 AVENUE DU 4 SEPTEMBRE,LENS,62300,Fromelles
RAKOTOMALALA HERVEY,,SELARL DU DR H RAKOTOMALALA 8 RUE DU DR DUCROQUET 8 RUE DU DOCTEUR DUCROQUET,MARCQ EN BAROEUL,59700,Fromelles
ALLART FRANCOIS,,31 PLACE LISFRANC,MARCQ EN BAROEUL,59700,Fromelles
VELAY ALAIN HENRI,,31 PLACE LISFRANC,MARCQ EN BAROEUL,59700,Fromelles
LABRIFFE JEAN LUC,,31 PLACE LISFRANC,MARCQ EN BAROEUL,59700,Fromelles
LEFEBVRE SANDRINE,03 21 44 43 67,CABINET DENTAIRE RESIDENCE EQUINOXE PLACE GAMBETTA,LIEVIN,62800,Fromelles
CAUCHY DAVID,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fromelles
MASSE ANNE LAETITIA,03 21 20 56 05,DOCTEUR ANNE LAETITIA MASSE TRUFFAUT 10 PLACE WAGON,HENIN BEAUMONT,62110,Fromelles
CAUCHY DELODDERE DELPHINE,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Fromelles
LEGER PIERRE ANTOINE,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Fromelles
PORTIER EDOUARD,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Fromelles
PINDI GUY,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Fromelles
HOURIEZ GUILLAUME,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Fromelles
DELCOURT CATHERINE,03 20 87 98 28,CABINET DU DR DELCOURT RES LE LYS D'OR APPT 5 30 RUE FOUQUET LE LONG,BONDUES,59910,Fromelles
LEFEBVRE BIZARD MARTINE,03 28 36 93 30,10 RUE D HURLUPIN,COMINES,59560,Fromelles
HILMOINE CHARLOTTE,,SELARL DU DOCTEUR CHARLOTTE HILMOINE 1 RUE PASTEUR,WASQUEHAL,59290,Fromelles
VANDEVELDE EMILIE,03 20 45 20 04,SELARL DU DOCTEUR EMILIE VANDEVELDE 1 RUE PASTEUR,WASQUEHAL,59290,Fromelles
HONORE CHARLES EDOUARD,03 20 11 12 03,29 AVENUE DE LA MARNE,WASQUEHAL,59290,Fromelles
YVART OUSTELANDT BEATRICE,03 20 34 08 34,DOCTEUR BEATRICE YVART 69 RUE GASTON BARATTE,VILLENEUVE D ASCQ,59650,Fromelles
HADJIAT FADIL,03 21 42 46 29,CABINET DR HADJIAT 10 RUE CARNOT,NOYELLES GODAULT,62950,Fromelles
LEQUETTE BENJAMIN,,21 RUE DU MARECHAL FOCH,LINSELLES,59126,Fromelles
TELLIEZ PIERRE,03 20 19 01 01,CABINET DU DOCTEUR TELLIEZ 27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Fromelles
DELCOURT ERIC,03 20 19 01 01,27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Fromelles
DELEZENNE CHARLOTTE,09 66 96 17 06,4 RUE JEAN JAURES,CROIX,59170,Fromelles
SERVAIS RICHARD,03 28 49 82 35,48 RUE DU RIVAGE,HAZEBROUCK,59190,Fromelles
BIECQ MARION,03 28 49 73 29,30B RUE NATIONALE,HAZEBROUCK,59190,Fromelles
DE WIEST ELIANE,03 28 48 62 26,24 RUE D'AIRE,HAZEBROUCK,59190,Fromelles
LEROUX CATHERINE,03 28 49 53 55,35 RUE DE THEROUANNE,HAZEBROUCK,59190,Fromelles
AMROUNI KARIM,,CABINET DU DR AMROUNI 19 RUE DES ECOLES,ROUBAIX,59100,Fromelles
LONGUEPEE CAROLINE,03 20 75 83 97,SELARL CABINET D ORTHODONTIE 7 RUE DES ECOLES,HEM,59510,Fromelles
DECOCQ PHILIPPE,03 20 73 99 73,SELARL PHILIPPE DECOCQ 41 RUE PIERRE MOTTE,ROUBAIX,59100,Fromelles
BURIEZ CYRIL,03 20 03 43 00,CABINET DU DR BURIEZ 365 RUE DE LILLE,RONCQ,59223,Fromelles
DEBUS MURIEL,03 20 27 27 30,14 PLACE DE LA VICTOIRE,TOURCOING,59200,Fromelles
BETRANCOURT SOPHIE,03 20 27 27 30,SELARLSOPHIE BETRANCOURT 14 PLACE DE LA VICTOIRE,TOURCOING,59200,Fromelles
SERGENT OLIVIER,03 20 24 18 27,SCP DES DOCTEURS SERGENT 56 RUE FIDELE LEHOUCQ,TOURCOING,59200,Fromelles
SERGENT TRONET JUSTINE,03 20 24 18 27,SCP DES DOCTEURS SERGENT 56 RUE FIDELE LEHOUCQ,TOURCOING,59200,Fromelles
TAGER JOSEPH,03 20 26 33 94,SELARL CAB DENTAIRE DU DR J TAGER CENTRE DE GAULLE RESIDENCE LE BAILLY A 4,TOURCOING,59200,Fromelles
RABACHE MATHILDE,03 20 79 45 97,SELARL DU DOCTEUR RIZZO MATHILDE SELARL DU DR RIZZO M 250 RUE SALVADOR ALLENDE,CYSOING,59830,Fromelles
YVART OUSTELANDT BEATRICE,03 20 34 08 34,DOCTEUR BEATRICE YVART 69 RUE GASTON BARATTE,VILLENEUVE D ASCQ,59650,Fromelles
HADJIAT FADIL,03 21 42 46 29,CABINET DR HADJIAT 10 RUE CARNOT,NOYELLES GODAULT,62950,Fromelles
LEQUETTE BENJAMIN,,21 RUE DU MARECHAL FOCH,LINSELLES,59126,Fromelles
TELLIEZ PIERRE,03 20 19 01 01,CABINET DU DOCTEUR TELLIEZ 27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Fromelles
DELCOURT ERIC,03 20 19 01 01,27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Fromelles
DELEZENNE CHARLOTTE,09 66 96 17 06,4 RUE JEAN JAURES,CROIX,59170,Fromelles
SERVAIS RICHARD,03 28 49 82 35,48 RUE DU RIVAGE,HAZEBROUCK,59190,Fromelles
BIECQ MARION,03 28 49 73 29,30B RUE NATIONALE,HAZEBROUCK,59190,Fromelles
DE WIEST ELIANE,03 28 48 62 26,24 RUE D'AIRE,HAZEBROUCK,59190,Fromelles
LEROUX CATHERINE,03 28 49 53 55,35 RUE DE THEROUANNE,HAZEBROUCK,59190,Fromelles
AMROUNI KARIM,,CABINET DU DR AMROUNI 19 RUE DES ECOLES,ROUBAIX,59100,Fromelles
LONGUEPEE CAROLINE,03 20 75 83 97,SELARL CABINET D ORTHODONTIE 7 RUE DES ECOLES,HEM,59510,Fromelles
DECOCQ PHILIPPE,03 20 73 99 73,SELARL PHILIPPE DECOCQ 41 RUE PIERRE MOTTE,ROUBAIX,59100,Fromelles
BURIEZ CYRIL,03 20 03 43 00,CABINET DU DR BURIEZ 365 RUE DE LILLE,RONCQ,59223,Fromelles
DEBUS MURIEL,03 20 27 27 30,14 PLACE DE LA VICTOIRE,TOURCOING,59200,Fromelles
BETRANCOURT SOPHIE,03 20 27 27 30,SELARLSOPHIE BETRANCOURT 14 PLACE DE LA VICTOIRE,TOURCOING,59200,Fromelles
SERGENT OLIVIER,03 20 24 18 27,SCP DES DOCTEURS SERGENT 56 RUE FIDELE LEHOUCQ,TOURCOING,59200,Fromelles
SERGENT TRONET JUSTINE,03 20 24 18 27,SCP DES DOCTEURS SERGENT 56 RUE FIDELE LEHOUCQ,TOURCOING,59200,Fromelles
TAGER JOSEPH,03 20 26 33 94,SELARL CAB DENTAIRE DU DR J TAGER CENTRE DE GAULLE RESIDENCE LE BAILLY A 4,TOURCOING,59200,Fromelles
RABACHE MATHILDE,03 20 79 45 97,SELARL DU DOCTEUR RIZZO MATHILDE SELARL DU DR RIZZO M 250 RUE SALVADOR ALLENDE,CYSOING,59830,Fromelles
RABACHE MATHILDE,03 20 79 45 97,SELARL DU DOCTEUR RIZZO MATHILDE SELARL DU DR RIZZO M 250 RUE SALVADOR ALLENDE,CYSOING,59830,Genech
HENNION JULIETTE,03 20 71 78 00,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Genech
DESSEIN PINET MARTINE,,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Genech
DELCOURT ERIC,03 20 19 01 01,27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Genech
TELLIEZ PIERRE,03 20 19 01 01,CABINET DU DOCTEUR TELLIEZ 27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Genech
YVART OUSTELANDT BEATRICE,03 20 34 08 34,DOCTEUR BEATRICE YVART 69 RUE GASTON BARATTE,VILLENEUVE D ASCQ,59650,Genech
VENDEVILLE AUDREY,03 20 96 11 30,ALIGN CHIRURGIE DENTAIRE ET ORTHODONTI ALIGN CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Genech
VENDEVILLE GAEL,,SMILE CHIRURGIE DENTAIRE ET ORTHODONTI SMILE CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Genech
ROBEYNS ETIENNE,03 20 32 55 88,98 RUE MAURICE BOUCHERY,SECLIN,59113,Genech
VEERASAMY MALINOWSKI STEPHANIE,03 20 60 33 92,SELARL ORTHODONTIE STEPHANIE VEERASAMY 68 RUE CLEMENCEAU,WATTIGNIES,59139,Genech
BIALAIS BRUNO,03 20 60 33 92,SELARL ORTHODONTIE BIALAIS SELARL ORTHODONTIE BIALAI 68 RUE CLEMENCEAU,WATTIGNIES,59139,Genech
MOREAU ALEXIS,03 20 60 37 55,235 BOULEVARD DE LA LIBERTE,LILLE,59800,Genech
BOCQUET EMMANUELLE,,DR BOCQUET 1 PLACE DE VERDUN,LILLE,59000,Genech
PORTIER EDOUARD,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Genech
PINDI GUY,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Genech
LEGER PIERRE ANTOINE,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Genech
HOURIEZ GUILLAUME,,CABINET D ORTHODONTIE LES PRES 9 RUE JACQUES PREVERT,VILLENEUVE D ASCQ,59650,Genech
CATTELAIN DIEU MAI,03 20 22 18 76,SELARL PLACE GENEVIERES 5 PLACE GENEVIERES,LILLE,59000,Genech
BONNEL ANTOINE,03 20 63 99 73,299 RUE NATIONALE,LILLE,59800,Genech
QUANDALLE CHRISTOPHE,03 28 52 00 85,13 RUE DES CANONNIERS,LILLE,59800,Genech
DRANCOURT PATRICE,03 28 52 00 85,13 RUE DES CANONNIERS,LILLE,59800,Genech
BOUCHEZ RICHARD,,CABINET DENTAIRE DU DOCTEUR BOUCHEZ 30 PLACE AUX BLEUETS,LILLE,59800,Genech
DESCAMP LUTUN AXELLE,03 20 06 30 70,30-36 PLACE AUX BLEUETS,LILLE,59000,Genech
GUEGNAUD ISABELLE,03 20 30 06 94,18 BOULEVARD VAUBAN,LILLE,59000,Genech
NAZAT DOMINIQUE,03 20 50 11 11,4/93 LES SYCOMORES 5 BOULEVARD FOCH PARC DU CHATEAU,LOOS,59120,Genech
BIECQ MARION,03 20 15 24 24,17 BOULEVARD VAUBAN,LILLE,59000,Genech
LONGUEPEE CAROLINE,03 20 75 83 97,SELARL CABINET D ORTHODONTIE 7 RUE DES ECOLES,HEM,59510,Genech
CLAUDE PHILIPPE,03 21 37 57 00,19 RUE EMILE ZOLA,CARVIN,62220,Genech
FOUMOU MORETTI NATHALIE,03 21 69 35 34,SELARL DU DOCTEUR FOUMOU MORETTI 3 RUE PASTEUR,CARVIN,62220,Genech
MILONAS LAETITIA,03 21 69 35 34,SELARL DU DOCTEUR MILONAS 3 RUE LOUIS PASTEUR,CARVIN,62220,Genech
HIEULLE JUSTINE,03 20 55 84 02,SELARL DOCTEUR JUSTINE HIEULLE SELARL DR JUSTINE HIEULLE 95B RUE GEORGES POMPIDOU,LA MADELEINE,59110,Genech
TIERNY FLORENT,,CABINET DU DR TIERNY 95B RUE DU PRESIDENT POMPIDOU,LA MADELEINE,59110,Genech
DECRUCQ EDOUARD,03 20 55 84 02,SELARL DOCTEUR EDOUARD DECRUCQ 95B RUE DU PRESIDENT POMPIDOU,LA MADELEINE,59110,Genech
ALLART FRANCOIS,,31 PLACE LISFRANC,MARCQ EN BAROEUL,59700,Genech
LABRIFFE JEAN LUC,,31 PLACE LISFRANC,MARCQ EN BAROEUL,59700,Genech
VELAY ALAIN HENRI,,31 PLACE LISFRANC,MARCQ EN BAROEUL,59700,Genech
BODART PATRICK,03 20 50 56 01,1ER ETAGE 19 RUE SADI CARNOT 19/21,HAUBOURDIN,59320,Genech
VANDEVELDE EMILIE,03 20 45 20 04,SELARL DU DOCTEUR EMILIE VANDEVELDE 1 RUE PASTEUR,WASQUEHAL,59290,Genech
HILMOINE CHARLOTTE,,SELARL DU DOCTEUR CHARLOTTE HILMOINE 1 RUE PASTEUR,WASQUEHAL,59290,Genech
DELEZENNE CHARLOTTE,09 66 96 17 06,4 RUE JEAN JAURES,CROIX,59170,Genech
